"acrePrice","region","improvements","year","acres","tillable","financing","crpPct","productivity"
851,"South Central",0,2004,80,26,"title_transfer",0,NA
1088,"South Central",6,2004,80,31,"title_transfer",0,NA
847,"South Central",0,2004,80,25,"title_transfer",0,NA
839,"South Central",0,2004,76,43,"title_transfer",0,NA
1000,"South Central",0,2004,80,25,"title_transfer",0,NA
494,"South Central",0,2004,120,NA,"title_transfer",0,NA
1949,"South Central",41,2004,80,20,"title_transfer",0,NA
1291,"South Central",33,2004,63,44,"title_transfer",0,NA
878,"South Central",11,2004,160,26,"title_transfer",0,NA
1069,"South Central",7,2004,108,11,"title_transfer",0,NA
1359,"South Central",15,2004,81,NA,"title_transfer",0,NA
815,"South Central",0,2003,80,35,"title_transfer",0,NA
1075,"South Central",0,2004,80,21,"title_transfer",0,NA
906,"South Central",0,2003,60,97,"seller_financed",0,NA
3228,"South Central",69,2003,80,NA,"title_transfer",0,NA
1268,"South Central",0,2003,40,NA,"seller_financed",0,NA
796,"South Central",0,2004,80,95,"title_transfer",0,NA
2714,"South Central",0,2004,35,86,"title_transfer",0,NA
2368,"South Central",0,2004,19,74,"title_transfer",0,NA
2173,"South Central",56,2004,79,41,"title_transfer",0,NA
940,"South Central",0,2004,156,92,"title_transfer",0,NA
2042,"South Central",59,2004,75,48,"title_transfer",0,NA
1301,"South Central",0,2004,40,48,"title_transfer",0,NA
1143,"South Central",36,2004,140,65,"seller_financed",0,NA
1362,"South Central",0,2004,40,72,"seller_financed",0,NA
889,"South Central",0,2005,220,90,"title_transfer",0,NA
875,"South Central",0,2005,160,84,"title_transfer",0,NA
1250,"South Central",0,2005,80,80,"title_transfer",0,NA
1302,"South Central",0,2005,86,57,"title_transfer",0,NA
1209,"South Central",28,2005,86,9,"title_transfer",0,NA
988,"South Central",0,2004,40,25,"seller_financed",0,NA
1000,"South Central",0,2004,100,NA,"title_transfer",0,NA
1082,"South Central",22,2005,158,58,"title_transfer",0,NA
1454,"South Central",3,2005,39,31,"title_transfer",0,NA
7915,"South Central",80,2005,40,40,"title_transfer",0,NA
1243,"South Central",9,2005,160,58,"title_transfer",0,NA
1050,"South Central",0,2004,40,42,"title_transfer",0,NA
1043,"South Central",0,2004,115,10,"seller_financed",0,NA
1874,"South Central",40,2005,80,50,"title_transfer",0,NA
1050,"South Central",0,2005,40,40,"title_transfer",0,NA
1111,"South Central",0,2005,45,44,"title_transfer",0,NA
1347,"South Central",7,2005,360,22,"title_transfer",0,NA
1100,"South Central",0,2005,40,82,"title_transfer",10,NA
1100,"South Central",0,2004,40,NA,"title_transfer",0,NA
1100,"South Central",0,2004,40,NA,"seller_financed",0,NA
3625,"South Central",70,2004,40,NA,"title_transfer",0,NA
1146,"South Central",0,2005,301,33,"title_transfer",0,NA
2341,"South Central",53,2005,80,66,"title_transfer",0,NA
1344,"South Central",25,2005,160,39,"title_transfer",0,NA
1521,"South Central",26,2005,240,20,"title_transfer",0,NA
1515,"South Central",0,2005,33,42,"seller_financed",0,NA
1000,"South Central",0,2005,30,NA,"title_transfer",0,NA
677,"South Central",0,2005,124,15,"title_transfer",0,NA
1050,"South Central",0,2005,100,11,"seller_financed",0,NA
1105,"South Central",0,2005,38,95,"title_transfer",0,NA
1325,"South Central",0,2005,80,26,"title_transfer",0,NA
1849,"South Central",42,2005,80,14,"title_transfer",0,NA
1100,"South Central",0,2005,70,57,"title_transfer",0,NA
1017,"South Central",0,2005,59,83,"title_transfer",0,NA
1400,"South Central",0,2005,40,55,"title_transfer",0,NA
1709,"South Central",50,2005,117,21,"title_transfer",0,NA
2038,"South Central",40,2004,92,88,"title_transfer",0,NA
1302,"South Central",0,2004,43,51,"seller_financed",0,NA
1208,"South Central",0,2005,120,85,"title_transfer",0,NA
3508,"South Central",58,2004,66,53,"seller_financed",0,NA
690,"South Central",0,2005,142,87,"title_transfer",0,NA
3055,"South Central",63,2005,73,55,"title_transfer",0,NA
3907,"South Central",69,2005,121,28,"title_transfer",0,NA
1989,"South Central",43,2005,80,30,"title_transfer",0,NA
3875,"South Central",62,2004,40,68,"title_transfer",70,NA
10000,"South Central",0,2005,2,100,"title_transfer",0,NA
1221,"South Central",0,2006,114,78,"seller_financed",0,NA
1187,"South Central",0,2006,40,92,"title_transfer",0,NA
13939,"South Central",73,2006,10,NA,"title_transfer",0,NA
1404,"South Central",0,2005,40,NA,"title_transfer",0,NA
2039,"South Central",30,2006,160,19,"title_transfer",0,NA
1092,"South Central",2,2006,354,46,"title_transfer",0,NA
1024,"South Central",0,2005,81,19,"title_transfer",0,NA
1490,"South Central",0,2006,60,10,"title_transfer",0,NA
2980,"South Central",49,2006,40,80,"title_transfer",0,NA
1358,"South Central",10,2006,160,26,"title_transfer",0,NA
1074,"South Central",0,2006,68,22,"title_transfer",0,NA
1234,"South Central",0,2006,40,90,"seller_financed",0,NA
2109,"South Central",43,2006,99,80,"title_transfer",0,NA
1700,"South Central",0,2005,20,30,"title_transfer",0,NA
1731,"South Central",32,2006,40,62,"title_transfer",0,NA
1912,"South Central",37,2006,107,77,"seller_financed",0,NA
1540,"South Central",0,2005,72,10,"title_transfer",0,NA
3844,"South Central",58,2006,38,13,"title_transfer",0,NA
1425,"South Central",0,2006,40,32,"title_transfer",0,NA
4114,"South Central",49,2006,40,60,"title_transfer",0,NA
1125,"South Central",0,2007,38,100,"title_transfer",0,NA
1082,"South Central",0,2007,75,91,"seller_financed",0,NA
1208,"South Central",0,2007,116,84,"title_transfer",0,NA
1444,"South Central",0,2007,195,59,"title_transfer",0,NA
853,"South Central",0,2006,100,62,"title_transfer",0,NA
1490,"South Central",0,2007,37,76,"title_transfer",0,NA
1472,"South Central",2,2006,80,44,"title_transfer",0,NA
724,"South Central",0,2007,40,NA,"title_transfer",0,NA
1455,"South Central",6,2007,199,18,"title_transfer",0,NA
1296,"South Central",12,2006,160,26,"title_transfer",0,NA
1903,"South Central",4,2007,120,7,"title_transfer",0,NA
1115,"South Central",1,2007,43,86,"title_transfer",0,NA
2487,"South Central",0,2006,22,NA,"title_transfer",0,NA
1902,"South Central",0,2007,40,60,"title_transfer",38,NA
1208,"South Central",0,2007,40,8,"seller_financed",0,NA
1167,"South Central",13,2007,120,3,"seller_financed",0,NA
1321,"South Central",0,2007,38,92,"title_transfer",0,NA
1228,"South Central",0,2007,120,94,"title_transfer",0,NA
1068,"South Central",0,2007,280,5,"title_transfer",0,NA
1165,"South Central",0,2007,40,NA,"title_transfer",0,NA
1967,"South Central",0,2007,51,75,"title_transfer",0,NA
2196,"South Central",23,2006,60,45,"title_transfer",0,NA
1555,"South Central",0,2006,80,70,"title_transfer",0,NA
1508,"South Central",0,2006,40,NA,"title_transfer",0,NA
2887,"South Central",2,2007,70,NA,"title_transfer",0,NA
1839,"South Central",33,2007,131,56,"seller_financed",0,NA
5012,"South Central",54,2007,40,12,"title_transfer",0,NA
1397,"South Central",34,2007,160,55,"title_transfer",0,NA
1450,"South Central",0,2008,40,25,"title_transfer",0,NA
600,"South Central",0,2008,20,NA,"title_transfer",0,NA
2904,"South Central",4,2008,2039,89,"title_transfer",0,NA
5731,"South Central",61,2008,39,15,"title_transfer",0,NA
1542,"South Central",0,2008,40,NA,"seller_financed",0,NA
1106,"South Central",0,2008,56,30,"title_transfer",21,NA
2841,"South Central",48,2008,80,10,"title_transfer",0,NA
1725,"South Central",5,2007,159,58,"title_transfer",0,NA
1155,"South Central",0,2008,70,64,"title_transfer",0,NA
2627,"South Central",49,2008,80,28,"title_transfer",0,NA
1744,"South Central",29,2008,200,36,"title_transfer",0,NA
3947,"South Central",0,2007,19,74,"title_transfer",0,NA
2112,"South Central",33,2008,125,68,"title_transfer",38,NA
1887,"South Central",19,2008,79,44,"title_transfer",0,NA
1350,"South Central",0,2008,113,64,"title_transfer",0,NA
1698,"South Central",0,2009,87,76,"title_transfer",0,NA
1146,"South Central",19,2009,240,23,"title_transfer",0,NA
2188,"South Central",0,2008,40,50,"title_transfer",0,NA
1300,"South Central",0,2008,78,58,"title_transfer",0,NA
4148,"South Central",0,2008,54,54,"seller_financed",0,NA
3085,"South Central",54,2008,40,52,"title_transfer",0,NA
1250,"South Central",0,2009,40,12,"title_transfer",0,NA
1312,"South Central",0,2009,80,65,"seller_financed",0,NA
842,"South Central",0,2009,15,93,"title_transfer",0,NA
3341,"South Central",42,2010,40,55,"seller_financed",0,NA
2436,"South Central",16,2010,156,NA,"title_transfer",0,NA
1998,"South Central",0,2010,72,89,"title_transfer",0,NA
1590,"South Central",0,2010,78,NA,"title_transfer",0,NA
1178,"South Central",0,2010,80,NA,"title_transfer",0,NA
1833,"South Central",16,2010,120,53,"seller_financed",38,NA
1027,"South Central",0,2011,73,56,"title_transfer",0,NA
1750,"South Central",0,2010,80,98,"title_transfer",0,NA
1583,"South Central",0,2010,18,NA,"title_transfer",0,NA
1562,"South Central",14,2010,160,78,"title_transfer",0,NA
1750,"South Central",0,2010,156,89,"title_transfer",0,NA
2362,"South Central",10,2011,80,92,"title_transfer",0,NA
3072,"South Central",6,2010,380,95,"title_transfer",0,NA
1385,"South Central",0,2011,65,51,"title_transfer",0,NA
1589,"South West",0,2002,155,NA,"title_transfer",0,69
2439,"South West",0,2003,53,96,"title_transfer",0,76
1325,"South West",0,2003,26,100,"title_transfer",0,NA
2900,"South West",0,2003,20,NA,"title_transfer",0,NA
2690,"South West",0,2002,80,100,"title_transfer",0,86
1748,"South West",0,2002,120,65,"title_transfer",0,78
1895,"South West",0,2003,112,91,"title_transfer",0,81
2675,"South West",3,2003,160,100,"title_transfer",0,76
5103,"South West",54,2003,39,92,"title_transfer",0,47
1546,"South West",0,2003,160,100,"title_transfer",0,56
1971,"South West",0,2002,80,100,"title_transfer",0,80
2094,"South West",7,2003,160,100,"title_transfer",0,77
2054,"South West",0,2003,40,100,"title_transfer",0,66
2589,"South West",0,2003,112,92,"title_transfer",0,74
8654,"South West",71,2004,40,NA,"title_transfer",0,NA
3069,"South West",0,2004,145,94,"title_transfer",0,68
2344,"South West",0,2004,40,95,"title_transfer",0,66
3170,"South West",0,2004,67,97,"title_transfer",0,80
2445,"South West",0,2004,45,89,"title_transfer",0,59
1316,"South West",0,2004,19,NA,"title_transfer",0,NA
2901,"South West",0,2004,80,98,"title_transfer",0,81
2298,"South West",0,2004,70,64,"title_transfer",51,75
2530,"South West",0,2004,149,97,"title_transfer",0,73
2722,"South West",0,2004,284,95,"title_transfer",0,83
2624,"South West",0,2003,80,89,"title_transfer",0,75
2690,"South West",0,2004,42,90,"title_transfer",0,69
2667,"South West",0,2004,45,100,"title_transfer",0,73
2826,"South West",0,2004,154,97,"title_transfer",0,81
2347,"South West",0,2004,35,11,"title_transfer",0,80
750,"South West",0,2004,20,NA,"title_transfer",0,NA
2530,"South West",0,2003,40,NA,"title_transfer",0,85
2758,"South West",0,2003,79,97,"title_transfer",0,86
2976,"South West",0,2004,76,97,"title_transfer",0,81
3410,"South West",0,2004,40,95,"title_transfer",0,69
3242,"South West",0,2004,76,96,"title_transfer",0,84
2279,"South West",0,2004,68,96,"title_transfer",0,65
2426,"South West",0,2004,16,12,"title_transfer",0,NA
2694,"South West",0,2005,193,100,"title_transfer",0,78
2527,"South West",0,2005,77,92,"title_transfer",0,71
3469,"South West",0,2005,75,100,"title_transfer",0,80
3648,"South West",0,2004,80,100,"title_transfer",0,87
5029,"South West",0,2004,17,100,"title_transfer",0,NA
2019,"South West",0,2004,72,100,"title_transfer",0,77
4339,"South West",0,2005,60,97,"title_transfer",0,88
3259,"South West",0,2005,68,94,"title_transfer",0,83
2706,"South West",0,2004,155,94,"title_transfer",0,83
2711,"South West",0,2004,40,100,"title_transfer",0,77
2711,"South West",0,2004,80,96,"title_transfer",0,84
4200,"South West",0,2005,10,100,"title_transfer",0,NA
3423,"South West",0,2005,77,100,"title_transfer",0,84
2151,"South West",0,2005,115,65,"title_transfer",0,53
2820,"South West",0,2005,80,98,"title_transfer",0,64
2820,"South West",0,2005,80,99,"title_transfer",0,57
4367,"South West",30,2005,131,85,"title_transfer",0,78
2104,"South West",0,2004,77,95,"title_transfer",0,34
3224,"South West",0,2005,10,NA,"title_transfer",0,NA
2565,"South West",0,2005,56,100,"title_transfer",0,64
3146,"South West",0,2005,80,98,"title_transfer",0,81
3146,"South West",1,2005,80,92,"title_transfer",0,81
2692,"South West",0,2004,41,68,"title_transfer",0,72
3199,"South West",0,2004,46,13,"title_transfer",0,26
2704,"South West",0,2004,40,88,"title_transfer",0,34
4159,"South West",0,2005,46,100,"title_transfer",0,71
2451,"South West",0,2006,40,100,"title_transfer",0,70
3180,"South West",0,2006,23,100,"title_transfer",0,NA
3300,"South West",0,2005,20,100,"title_transfer",0,NA
1972,"South West",0,2006,71,89,"title_transfer",0,60
3104,"South West",1,2006,157,100,"title_transfer",0,71
3807,"South West",0,2005,76,100,"title_transfer",0,82
3210,"South West",0,2005,147,100,"title_transfer",0,80
3796,"South West",0,2005,117,100,"title_transfer",0,84
3453,"South West",0,2005,125,100,"title_transfer",0,80
3637,"South West",0,2005,35,100,"title_transfer",0,72
3686,"South West",0,2006,79,100,"title_transfer",0,81
2293,"South West",0,2006,75,100,"title_transfer",0,35
3203,"South West",0,2005,143,100,"title_transfer",0,61
3984,"South West",0,2006,40,100,"title_transfer",0,75
2036,"South West",0,2005,70,83,"title_transfer",0,40
4348,"South West",0,2005,23,100,"title_transfer",0,NA
2721,"South West",0,2006,73,100,"title_transfer",0,68
775,"South West",0,2006,16,NA,"title_transfer",0,NA
3494,"South West",0,2005,158,100,"title_transfer",0,82
3087,"South West",0,2006,135,100,"title_transfer",0,79
3941,"South West",0,2005,73,100,"title_transfer",0,82
4025,"South West",0,2005,160,96,"title_transfer",0,80
3256,"South West",0,2005,68,100,"title_transfer",0,85
2546,"South West",1,2006,141,100,"title_transfer",0,75
2858,"South West",0,2006,69,100,"title_transfer",0,79
2151,"South West",0,2006,80,100,"title_transfer",0,60
4224,"South West",2,2007,75,100,"title_transfer",0,81
3224,"South West",0,2007,39,100,"title_transfer",0,73
3150,"South West",0,2007,41,100,"title_transfer",0,59
2857,"South West",0,2006,14,100,"title_transfer",0,NA
1000,"South West",0,2006,20,NA,"seller_financed",0,NA
3350,"South West",0,2007,151,100,"title_transfer",0,85
3689,"South West",0,2007,70,100,"title_transfer",0,66
4793,"South West",0,2007,7,NA,"title_transfer",0,NA
3912,"South West",0,2007,134,100,"title_transfer",0,79
3679,"South West",0,2007,80,100,"seller_financed",0,69
4935,"South West",27,2007,130,100,"title_transfer",0,NA
5977,"South West",5,2007,120,100,"seller_financed",0,75
4204,"South West",0,2007,154,100,"title_transfer",0,84
1968,"South West",0,2007,31,100,"seller_financed",0,NA
5888,"South West",0,2007,97,100,"title_transfer",0,88
3001,"South West",0,2006,40,100,"title_transfer",0,79
6354,"South West",0,2006,36,100,"title_transfer",0,69
5067,"South West",0,2007,6,100,"title_transfer",0,NA
4002,"South West",0,2007,88,100,"title_transfer",0,74
6000,"South West",0,2007,5,100,"title_transfer",0,NA
7480,"South West",40,2007,42,100,"title_transfer",0,85
2091,"South West",0,2007,74,100,"title_transfer",0,48
4330,"South West",11,2007,139,92,"title_transfer",0,82
4363,"South West",0,2008,130,98,"seller_financed",0,81
4085,"South West",0,2008,40,95,"title_transfer",0,79
2895,"South West",0,2007,100,79,"seller_financed",0,73
3074,"South West",0,2008,88,88,"title_transfer",0,77
2907,"South West",0,2008,136,95,"seller_financed",0,80
3598,"South West",0,2007,77,100,"title_transfer",0,80
4351,"South West",0,2008,121,96,"title_transfer",0,84
4752,"South West",0,2008,73,99,"title_transfer",0,81
5186,"South West",0,2007,53,100,"title_transfer",0,87
4000,"South West",0,2008,40,92,"title_transfer",0,80
4930,"South West",0,2008,114,100,"title_transfer",0,77
5510,"South West",0,2008,79,94,"seller_financed",0,81
4650,"South West",0,2008,62,97,"title_transfer",0,75
3536,"South West",0,2007,88,97,"title_transfer",0,70
5658,"South West",0,2008,80,100,"title_transfer",0,88
4634,"South West",0,2008,40,100,"seller_financed",0,72
4607,"South West",0,2008,67,100,"seller_financed",0,83
3591,"South West",0,2008,77,94,"title_transfer",0,66
6075,"South West",0,2008,17,88,"title_transfer",0,68
4400,"South West",0,2008,80,99,"title_transfer",0,80
3722,"South West",0,2008,50,100,"title_transfer",0,54
4265,"South West",0,2008,154,95,"title_transfer",0,88
4023,"South West",0,2008,155,94,"title_transfer",0,80
4152,"South West",0,2008,112,94,"title_transfer",0,75
3474,"South West",0,2007,108,97,"title_transfer",0,76
2546,"South West",0,2007,168,98,"title_transfer",0,73
4490,"South West",0,2008,34,97,"title_transfer",0,78
4051,"South West",0,2008,46,100,"title_transfer",0,73
4051,"South West",0,2008,46,100,"title_transfer",0,71
3803,"South West",0,2008,64,100,"title_transfer",0,70
4634,"South West",0,2008,225,97,"title_transfer",0,82
4800,"South West",0,2008,75,100,"title_transfer",0,86
4023,"South West",0,2008,80,86,"title_transfer",2,84
5412,"South West",0,2008,80,99,"title_transfer",0,83
3394,"South West",0,2008,74,74,"title_transfer",0,86
5061,"South West",1,2008,138,96,"title_transfer",0,77
4800,"South West",0,2008,5,100,"title_transfer",0,NA
4790,"South West",0,2008,40,100,"title_transfer",0,76
4925,"South West",13,2007,314,95,"title_transfer",0,83
2500,"South West",0,2008,22,82,"title_transfer",0,56
5423,"South West",17,2008,80,99,"title_transfer",0,79
5750,"South West",2,2008,234,100,"title_transfer",0,84
4600,"South West",0,2008,25,100,"title_transfer",0,NA
4188,"South West",0,2009,80,100,"title_transfer",0,69
4536,"South West",0,2008,74,100,"title_transfer",0,53
3000,"South West",0,2008,120,90,"title_transfer",0,74
5314,"South West",0,2008,22,100,"title_transfer",0,NA
5000,"South West",0,2009,80,100,"title_transfer",0,78
5238,"South West",0,2008,80,100,"title_transfer",0,84
3800,"South West",0,2009,75,100,"title_transfer",0,57
4781,"South West",0,2008,80,100,"title_transfer",0,76
5150,"South West",12,2009,120,100,"title_transfer",0,75
4848,"South West",0,2009,66,100,"title_transfer",0,81
5000,"South West",0,2009,40,100,"title_transfer",0,78
5824,"South West",0,2008,116,100,"title_transfer",0,85
4816,"South West",0,2009,45,89,"title_transfer",0,66
8217,"South West",0,2009,14,NA,"title_transfer",0,NA
938,"South West",0,2009,32,100,"title_transfer",0,NA
5022,"South West",0,2010,62,100,"title_transfer",0,78
2217,"South West",0,2010,57,100,"title_transfer",9,40
4512,"South West",0,2009,112,100,"title_transfer",0,80
1500,"South West",0,2010,32,38,"title_transfer",0,NA
4000,"South West",0,2009,80,84,"title_transfer",0,63
5190,"South West",14,2010,79,99,"title_transfer",0,82
4393,"South West",0,2010,55,100,"title_transfer",0,72
4108,"South West",0,2010,21,100,"title_transfer",0,NA
4877,"South West",0,2009,76,100,"title_transfer",0,74
3176,"South West",0,2010,13,NA,"title_transfer",0,NA
3062,"South West",0,2010,21,NA,"title_transfer",0,NA
5000,"South West",0,2010,40,100,"title_transfer",0,86
4875,"South West",0,2010,40,78,"title_transfer",0,NA
5538,"South West",0,2010,65,100,"title_transfer",34,74
4697,"South West",0,2010,70,100,"title_transfer",0,70
5282,"South West",0,2011,61,100,"title_transfer",0,72
5208,"South West",0,2011,80,100,"title_transfer",0,NA
4322,"South West",0,2011,143,100,"title_transfer",27,71
5387,"South West",18,2011,80,99,"title_transfer",6,74
4713,"South West",0,2010,235,100,"title_transfer",0,81
5819,"South West",0,2010,156,100,"title_transfer",0,83
3663,"South West",0,2010,163,100,"title_transfer",0,NA
5106,"South West",5,2010,160,99,"title_transfer",0,78
4203,"South West",0,2010,120,89,"title_transfer",0,63
5071,"South West",0,2010,203,100,"title_transfer",0,82
3962,"South West",0,2010,275,100,"title_transfer",0,83
4186,"South West",13,2011,40,82,"title_transfer",75,57
5700,"South West",0,2011,20,100,"title_transfer",0,87
4545,"South West",NA,2010,11,NA,"title_transfer",0,NA
4834,"South West",0,2010,80,100,"title_transfer",0,59
4130,"South West",0,2010,50,80,"title_transfer",0,NA
5025,"South West",0,2010,47,100,"title_transfer",0,NA
5619,"South West",NA,2011,18,NA,"title_transfer",0,NA
4652,"South West",0,2011,40,100,"title_transfer",0,76
6238,"South West",0,2010,77,100,"title_transfer",0,80
9449,"South West",0,2010,27,100,"title_transfer",0,67
5065,"South West",0,2011,40,100,"title_transfer",0,80
2064,"South West",0,2003,60,98,"title_transfer",0,85
2283,"South West",0,2003,127,98,"title_transfer",0,82
764,"South West",0,2003,72,64,"title_transfer",0,59
1388,"South West",6,2003,80,95,"title_transfer",0,45
1636,"South West",0,2003,80,96,"title_transfer",0,48
3130,"South West",32,2003,52,94,"title_transfer",0,78
1927,"South West",0,2003,80,92,"title_transfer",0,NA
923,"South West",0,2003,26,77,"title_transfer",0,41
2091,"South West",0,2003,33,97,"title_transfer",0,82
1733,"South West",0,2003,24,96,"title_transfer",0,79
1852,"South West",0,2002,160,98,"title_transfer",0,59
1988,"South West",0,2002,149,93,"seller_financed",0,70
1222,"South West",0,2003,158,97,"title_transfer",0,45
1266,"South West",0,2003,20,100,"title_transfer",0,37
1688,"South West",0,2003,119,98,"title_transfer",0,52
1884,"South West",0,2003,79,96,"title_transfer",0,62
1901,"South West",0,2003,80,96,"title_transfer",0,67
632,"South West",0,2003,19,47,"title_transfer",0,74
2085,"South West",0,2003,118,87,"title_transfer",0,77
1548,"South West",41,2003,128,91,"title_transfer",0,NA
1466,"South West",0,2004,80,69,"title_transfer",0,68
2524,"South West",11,2004,160,95,"title_transfer",0,70
2749,"South West",19,2004,80,90,"title_transfer",0,75
2500,"South West",0,2004,160,99,"title_transfer",0,64
2877,"South West",0,2004,320,95,"title_transfer",0,79
2546,"South West",0,2004,174,96,"seller_financed",0,81
2468,"South West",0,2004,138,93,"title_transfer",0,83
2031,"South West",0,2003,103,94,"title_transfer",0,87
2847,"South West",0,2004,115,97,"title_transfer",0,77
2417,"South West",0,2004,211,78,"seller_financed",0,78
1932,"South West",0,2004,40,62,"title_transfer",0,70
1763,"South West",0,2004,96,44,"title_transfer",0,64
2681,"South West",0,2004,209,88,"title_transfer",0,82
2597,"South West",0,2004,40,98,"title_transfer",0,72
1297,"South West",0,2003,24,46,"title_transfer",0,13
2443,"South West",0,2004,40,78,"title_transfer",0,67
1663,"South West",0,2004,111,77,"seller_financed",0,70
2099,"South West",0,2003,126,96,"title_transfer",0,52
1905,"South West",0,2004,218,85,"title_transfer",0,62
2100,"South West",0,2004,100,96,"title_transfer",0,72
1193,"South West",0,2004,81,56,"title_transfer",0,46
2274,"South West",0,2004,107,99,"title_transfer",0,62
1596,"South West",0,2003,70,96,"title_transfer",0,73
1584,"South West",0,2004,80,92,"title_transfer",0,63
1180,"South West",0,2004,80,44,"title_transfer",0,45
2274,"South West",29,2004,75,93,"title_transfer",0,72
2285,"South West",0,2004,40,92,"title_transfer",0,72
2197,"South West",0,2004,21,95,"seller_financed",0,72
2174,"South West",0,2004,87,86,"seller_financed",0,71
2156,"South West",0,2004,95,94,"seller_financed",0,77
2668,"South West",0,2003,280,95,"title_transfer",0,68
1476,"South West",0,2004,36,92,"title_transfer",0,75
2542,"South West",0,2004,155,91,"title_transfer",0,73
2455,"South West",0,2004,80,96,"title_transfer",0,75
2537,"South West",0,2004,34,100,"title_transfer",0,77
2462,"South West",0,2004,80,98,"title_transfer",0,73
2470,"South West",0,2005,52,90,"title_transfer",0,74
2823,"South West",0,2004,77,99,"title_transfer",0,77
2900,"South West",0,2005,12,100,"title_transfer",0,75
4167,"South West",0,2005,6,83,"title_transfer",0,78
2670,"South West",0,2004,147,99,"seller_financed",0,63
2653,"South West",0,2005,50,98,"seller_financed",0,78
2536,"South West",0,2005,160,94,"seller_financed",0,77
3078,"South West",0,2005,81,69,"title_transfer",0,73
3320,"South West",0,2005,80,98,"title_transfer",0,77
2689,"South West",0,2005,80,94,"title_transfer",0,NA
2503,"South West",0,2005,80,94,"title_transfer",0,76
2106,"South West",0,2005,155,95,"title_transfer",0,67
2216,"South West",14,2005,97,88,"title_transfer",0,47
1549,"South West",0,2005,71,61,"title_transfer",63,46
2450,"South West",0,2004,120,97,"title_transfer",0,84
2661,"South West",0,2004,77,99,"title_transfer",0,82
1000,"South West",0,2005,19,68,"title_transfer",0,43
1250,"South West",0,2005,19,32,"title_transfer",0,36
2866,"South West",0,2005,71,99,"title_transfer",0,73
1691,"South West",0,2005,80,98,"title_transfer",0,55
2780,"South West",0,2005,40,100,"title_transfer",0,70
3780,"South West",0,2005,38,92,"title_transfer",0,73
2195,"South West",0,2005,172,97,"title_transfer",0,50
1031,"South West",0,2005,32,47,"title_transfer",0,32
1946,"South West",0,2005,11,64,"title_transfer",0,85
3125,"South West",0,2005,160,96,"title_transfer",0,79
5219,"South West",0,2005,44,98,"title_transfer",0,75
6314,"South West",28,2005,40,95,"title_transfer",0,75
2201,"South West",0,2004,160,96,"title_transfer",0,71
3125,"South West",0,2005,80,99,"title_transfer",0,68
3125,"South West",0,2006,80,99,"title_transfer",0,63
3028,"South West",0,2006,109,95,"title_transfer",0,79
3200,"South West",0,2006,160,98,"title_transfer",0,64
3207,"South West",0,2006,153,96,"title_transfer",0,70
2718,"South West",0,2006,78,96,"title_transfer",0,75
3225,"South West",0,2006,80,94,"title_transfer",0,76
1806,"South West",0,2005,61,97,"title_transfer",0,74
2394,"South West",0,2005,111,96,"title_transfer",0,76
2392,"South West",0,2005,43,84,"title_transfer",0,75
3468,"South West",0,2006,320,96,"title_transfer",0,78
3793,"South West",0,2006,113,96,"title_transfer",0,80
3209,"South West",0,2006,69,100,"title_transfer",0,76
3200,"South West",0,2006,286,95,"title_transfer",0,76
3215,"South West",0,2006,78,97,"title_transfer",0,74
3199,"South West",0,2006,807,93,"title_transfer",0,73
3244,"South West",0,2006,40,95,"title_transfer",0,74
3200,"South West",8,2005,160,94,"title_transfer",0,77
803,"South West",0,2006,19,NA,"title_transfer",32,NA
2851,"South West",0,2006,240,94,"title_transfer",0,75
4126,"South West",0,2006,19,53,"seller_financed",0,78
3168,"South West",0,2006,143,96,"title_transfer",0,81
2800,"South West",0,2006,35,97,"title_transfer",0,66
1445,"South West",0,2006,55,18,"title_transfer",0,70
2496,"South West",0,2006,199,88,"title_transfer",0,81
2764,"South West",0,2006,233,94,"title_transfer",0,79
2768,"South West",0,2005,40,100,"title_transfer",0,65
1822,"South West",0,2005,152,94,"seller_financed",0,40
2883,"South West",0,2006,108,99,"title_transfer",0,70
3135,"South West",0,2006,152,93,"title_transfer",0,77
3252,"South West",0,2006,314,98,"title_transfer",0,80
3370,"South West",0,2006,100,96,"title_transfer",0,72
886,"South West",0,2006,21,62,"title_transfer",0,73
3383,"South West",0,2007,72,99,"title_transfer",0,70
3383,"South West",0,2007,72,93,"title_transfer",0,62
2200,"South West",0,2007,17,71,"title_transfer",0,80
2795,"South West",0,2007,40,88,"title_transfer",0,70
2794,"South West",0,2007,80,88,"title_transfer",0,71
3209,"South West",0,2007,61,95,"title_transfer",0,72
3197,"South West",0,2006,89,94,"title_transfer",0,77
675,"South West",0,2007,80,99,"title_transfer",0,75
2694,"South West",0,2006,62,97,"title_transfer",0,72
2550,"South West",9,2007,80,90,"seller_financed",0,77
3432,"South West",0,2007,240,95,"title_transfer",0,75
5341,"South West",34,2007,74,62,"title_transfer",0,81
3414,"South West",0,2007,29,55,"title_transfer",0,86
3509,"South West",0,2007,37,95,"title_transfer",0,83
4001,"South West",0,2007,40,98,"seller_financed",0,74
3345,"South West",0,2007,110,97,"title_transfer",0,63
2975,"South West",0,2007,188,97,"title_transfer",0,72
3270,"South West",0,2007,40,100,"title_transfer",0,63
2489,"South West",0,2007,66,97,"title_transfer",0,72
2667,"South West",0,2007,15,80,"title_transfer",0,57
5107,"South West",60,2006,52,79,"title_transfer",0,42
