"Carrier","FlightNo","Destination","DepartTime","FlightLength","Delay","Delayed30"
"AA",1709,"MIA","8-Mid",185,36,"Yes"
"AA",1741,"BNA","Noon-4pm",150,-7,"No"
"AA",1757,"STL","8-Noon",170,-6,"No"
"AA",1855,"STL","8-Noon",165,0,"No"
"AA",2011,"MIA","4-8pm",185,47,"Yes"
"AA",2015,"MIA","8-Noon",190,0,"No"
"AA",2019,"STL","8-Mid",160,-7,"No"
"AA",2093,"MIA","Noon-4pm",190,-11,"No"
"AA",2223,"STL","4-8pm",175,-8,"No"
"AA",2255,"MIA","4-8am",175,1,"No"
"AA",301,"ORD","4-8am",140,5,"No"
"AA",303,"ORD","4-8am",145,-8,"No"
"AA",305,"ORD","4-8am",145,-4,"No"
"AA",309,"ORD","8-Noon",145,-7,"No"
"AA",313,"ORD","8-Noon",155,-4,"No"
"AA",319,"ORD","8-Noon",150,-4,"No"
"AA",327,"ORD","Noon-4pm",155,-5,"No"
"AA",333,"ORD","Noon-4pm",155,-3,"No"
"AA",335,"ORD","Noon-4pm",160,-6,"No"
"AA",345,"ORD","4-8pm",160,-9,"No"
"AA",363,"ORD","4-8pm",155,-11,"No"
"AA",413,"MIA","4-8am",185,-7,"No"
"AA",599,"MIA","8-Noon",190,6,"No"
"AA",611,"BNA","8-Noon",155,-4,"No"
"AA",707,"DFW","4-8am",230,-3,"No"
"AA",709,"DFW","4-8am",235,0,"No"
"AA",713,"DFW","8-Noon",240,-2,"No"
"AA",721,"DFW","8-Noon",245,6,"No"
"AA",731,"DFW","8-Noon",240,5,"No"
"AA",743,"DFW","Noon-4pm",235,3,"No"
"AA",745,"DFW","Noon-4pm",240,-8,"No"
"AA",751,"DFW","Noon-4pm",245,-6,"No"
"AA",759,"DFW","Noon-4pm",245,-9,"No"
"AA",763,"DFW","4-8pm",250,-3,"No"
"AA",785,"DFW","4-8pm",240,98,"Yes"
"AA",787,"DFW","4-8pm",240,-2,"No"
"AA",1423,"MIA","Noon-4pm",190,8,"No"
"AA",1559,"MIA","4-8pm",195,48,"Yes"
"AA",1685,"MIA","4-8am",175,-3,"No"
"AA",1709,"MIA","8-Mid",185,26,"No"
"AA",1741,"BNA","Noon-4pm",150,-8,"No"
"AA",1757,"STL","8-Noon",170,-7,"No"
"AA",2011,"MIA","4-8pm",185,44,"Yes"
"AA",2015,"MIA","8-Noon",190,-3,"No"
"AA",2093,"MIA","Noon-4pm",190,-6,"No"
"AA",2223,"STL","4-8pm",175,-10,"No"
"AA",2255,"MIA","4-8am",175,-2,"No"
"AA",301,"ORD","4-8am",140,-9,"No"
"AA",305,"ORD","4-8am",145,-4,"No"
"AA",309,"ORD","8-Noon",145,12,"No"
"AA",313,"ORD","8-Noon",155,-4,"No"
"AA",319,"ORD","8-Noon",150,-3,"No"
"AA",327,"ORD","Noon-4pm",155,1,"No"
"AA",333,"ORD","Noon-4pm",155,-5,"No"
"AA",335,"ORD","Noon-4pm",160,-6,"No"
"AA",337,"ORD","Noon-4pm",160,-10,"No"
"AA",345,"ORD","4-8pm",160,-3,"No"
"AA",363,"ORD","4-8pm",155,-3,"No"
"AA",413,"MIA","4-8am",185,0,"No"
"AA",599,"MIA","8-Noon",190,-4,"No"
"AA",611,"BNA","8-Noon",155,0,"No"
"AA",707,"DFW","4-8am",230,82,"Yes"
"AA",709,"DFW","4-8am",235,-2,"No"
"AA",713,"DFW","8-Noon",240,24,"No"
"AA",721,"DFW","8-Noon",245,-6,"No"
"AA",731,"DFW","8-Noon",240,-7,"No"
"AA",743,"DFW","Noon-4pm",235,-8,"No"
"AA",745,"DFW","Noon-4pm",240,-6,"No"
"AA",751,"DFW","Noon-4pm",245,2,"No"
"AA",753,"DFW","Noon-4pm",240,-8,"No"
"AA",759,"DFW","Noon-4pm",245,1,"No"
"AA",763,"DFW","4-8pm",250,3,"No"
"AA",785,"DFW","4-8pm",240,29,"No"
"AA",787,"DFW","4-8pm",240,-7,"No"
"AA",1423,"MIA","Noon-4pm",190,39,"Yes"
"AA",1551,"BNA","4-8pm",150,60,"Yes"
"AA",1559,"MIA","4-8pm",195,57,"Yes"
"AA",1685,"MIA","4-8am",175,-3,"No"
"AA",1709,"MIA","8-Mid",185,-6,"No"
"AA",1757,"STL","8-Noon",170,-2,"No"
"AA",1855,"STL","8-Noon",165,-5,"No"
"AA",2011,"MIA","4-8pm",185,17,"No"
"AA",2015,"MIA","8-Noon",190,-6,"No"
"AA",2019,"STL","8-Mid",160,-13,"No"
"AA",2093,"MIA","Noon-4pm",190,-13,"No"
"AA",2255,"MIA","4-8am",175,80,"Yes"
"AA",301,"ORD","4-8am",140,-5,"No"
"AA",303,"ORD","4-8am",145,-5,"No"
"AA",305,"ORD","4-8am",145,-6,"No"
"AA",309,"ORD","8-Noon",145,-6,"No"
"AA",313,"ORD","8-Noon",155,-5,"No"
"AA",319,"ORD","8-Noon",150,-6,"No"
"AA",327,"ORD","Noon-4pm",155,-5,"No"
"AA",329,"ORD","Noon-4pm",150,-10,"No"
"AA",333,"ORD","Noon-4pm",155,-8,"No"
"AA",335,"ORD","Noon-4pm",160,-6,"No"
"AA",337,"ORD","Noon-4pm",160,-5,"No"
"AA",341,"ORD","4-8pm",160,-10,"No"
"AA",345,"ORD","4-8pm",160,-5,"No"
"AA",347,"ORD","4-8pm",155,8,"No"
"AA",363,"ORD","4-8pm",155,-7,"No"
"AA",371,"ORD","8-Mid",155,-1,"No"
"AA",413,"MIA","4-8am",185,-8,"No"
"AA",599,"MIA","8-Noon",190,-9,"No"
"AA",701,"DFW","4-8am",225,-4,"No"
"AA",707,"DFW","4-8am",230,-3,"No"
"AA",709,"DFW","4-8am",235,-7,"No"
"AA",713,"DFW","8-Noon",240,-7,"No"
"AA",721,"DFW","8-Noon",245,-2,"No"
"AA",731,"DFW","8-Noon",240,-6,"No"
"AA",743,"DFW","Noon-4pm",235,-8,"No"
"AA",745,"DFW","Noon-4pm",240,-4,"No"
"AA",751,"DFW","Noon-4pm",245,-7,"No"
"AA",753,"DFW","Noon-4pm",240,-3,"No"
"AA",759,"DFW","Noon-4pm",245,32,"Yes"
"AA",763,"DFW","4-8pm",250,-6,"No"
"AA",785,"DFW","4-8pm",240,-2,"No"
"AA",787,"DFW","4-8pm",240,-8,"No"
"AA",791,"DFW","8-Mid",235,-5,"No"
"AA",1423,"MIA","Noon-4pm",190,-6,"No"
"AA",1551,"BNA","4-8pm",150,-10,"No"
"AA",1559,"MIA","4-8pm",195,2,"No"
"AA",1685,"MIA","4-8am",175,-3,"No"
"AA",1709,"MIA","8-Mid",185,-4,"No"
"AA",1741,"BNA","Noon-4pm",150,-2,"No"
"AA",1757,"STL","8-Noon",170,-8,"No"
"AA",1855,"STL","8-Noon",165,-7,"No"
"AA",2011,"MIA","4-8pm",185,1,"No"
"AA",2015,"MIA","8-Noon",190,0,"No"
"AA",2019,"STL","8-Mid",160,-13,"No"
"AA",2093,"MIA","Noon-4pm",190,6,"No"
"AA",2223,"STL","4-8pm",175,-8,"No"
"AA",2255,"MIA","4-8am",175,-3,"No"
"AA",301,"ORD","4-8am",140,0,"No"
"AA",303,"ORD","4-8am",145,-4,"No"
"AA",305,"ORD","4-8am",145,0,"No"
"AA",309,"ORD","8-Noon",145,-4,"No"
"AA",313,"ORD","8-Noon",155,-3,"No"
"AA",319,"ORD","8-Noon",150,0,"No"
"AA",321,"ORD","8-Noon",155,-2,"No"
"AA",327,"ORD","Noon-4pm",155,-1,"No"
"AA",329,"ORD","Noon-4pm",150,-3,"No"
"AA",333,"ORD","Noon-4pm",155,8,"No"
"AA",335,"ORD","Noon-4pm",160,-2,"No"
"AA",337,"ORD","Noon-4pm",160,-3,"No"
"AA",341,"ORD","4-8pm",160,-9,"No"
"AA",345,"ORD","4-8pm",160,-6,"No"
"AA",347,"ORD","4-8pm",155,-7,"No"
"AA",363,"ORD","4-8pm",155,134,"Yes"
"AA",371,"ORD","8-Mid",155,7,"No"
"AA",413,"MIA","4-8am",185,91,"Yes"
"AA",599,"MIA","8-Noon",190,-2,"No"
"AA",611,"BNA","8-Noon",155,-9,"No"
"AA",701,"DFW","4-8am",225,-6,"No"
"AA",707,"DFW","4-8am",230,-3,"No"
"AA",709,"DFW","4-8am",235,5,"No"
"AA",713,"DFW","8-Noon",240,-5,"No"
"AA",721,"DFW","8-Noon",245,-3,"No"
"AA",731,"DFW","8-Noon",240,18,"No"
"AA",739,"DFW","8-Noon",240,-1,"No"
"AA",743,"DFW","Noon-4pm",235,-6,"No"
"AA",745,"DFW","Noon-4pm",240,-4,"No"
"AA",751,"DFW","Noon-4pm",245,-5,"No"
"AA",753,"DFW","Noon-4pm",240,4,"No"
"AA",759,"DFW","Noon-4pm",245,11,"No"
"AA",763,"DFW","4-8pm",250,-1,"No"
"AA",785,"DFW","4-8pm",240,-2,"No"
"AA",787,"DFW","4-8pm",240,-10,"No"
"AA",791,"DFW","8-Mid",235,-5,"No"
"AA",1423,"MIA","Noon-4pm",190,21,"No"
"AA",1551,"BNA","4-8pm",150,-6,"No"
"AA",1559,"MIA","4-8pm",195,44,"Yes"
"AA",1685,"MIA","4-8am",175,-6,"No"
"AA",1709,"MIA","8-Mid",185,13,"No"
"AA",1741,"BNA","Noon-4pm",150,6,"No"
"AA",1757,"STL","8-Noon",170,-5,"No"
"AA",1855,"STL","8-Noon",165,3,"No"
"AA",2011,"MIA","4-8pm",185,48,"Yes"
"AA",2015,"MIA","8-Noon",190,-5,"No"
"AA",2019,"STL","8-Mid",160,38,"Yes"
"AA",2093,"MIA","Noon-4pm",190,0,"No"
"AA",2223,"STL","4-8pm",175,-10,"No"
"AA",2255,"MIA","4-8am",175,2,"No"
"AA",301,"ORD","4-8am",140,-4,"No"
"AA",303,"ORD","4-8am",145,-6,"No"
"AA",305,"ORD","4-8am",145,-6,"No"
"AA",309,"ORD","8-Noon",145,-6,"No"
"AA",313,"ORD","8-Noon",155,-6,"No"
"AA",319,"ORD","8-Noon",150,-6,"No"
"AA",321,"ORD","8-Noon",155,-5,"No"
"AA",327,"ORD","Noon-4pm",155,47,"Yes"
"AA",329,"ORD","Noon-4pm",150,99,"Yes"
"AA",333,"ORD","Noon-4pm",155,-3,"No"
"AA",335,"ORD","Noon-4pm",160,7,"No"
"AA",337,"ORD","Noon-4pm",160,-3,"No"
"AA",341,"ORD","4-8pm",160,29,"No"
"AA",345,"ORD","4-8pm",160,40,"Yes"
"AA",347,"ORD","4-8pm",155,-3,"No"
"AA",363,"ORD","4-8pm",155,40,"Yes"
"AA",371,"ORD","8-Mid",155,0,"No"
"AA",413,"MIA","4-8am",185,-2,"No"
"AA",599,"MIA","8-Noon",190,-10,"No"
"AA",611,"BNA","8-Noon",155,-6,"No"
"AA",701,"DFW","4-8am",225,-6,"No"
"AA",707,"DFW","4-8am",230,-6,"No"
"AA",709,"DFW","4-8am",235,-1,"No"
"AA",713,"DFW","8-Noon",240,-5,"No"
"AA",721,"DFW","8-Noon",245,-3,"No"
"AA",731,"DFW","8-Noon",240,6,"No"
"AA",739,"DFW","8-Noon",240,-4,"No"
"AA",743,"DFW","Noon-4pm",235,-2,"No"
"AA",745,"DFW","Noon-4pm",240,-2,"No"
"AA",751,"DFW","Noon-4pm",245,-1,"No"
"AA",753,"DFW","Noon-4pm",240,-1,"No"
"AA",759,"DFW","Noon-4pm",245,9,"No"
"AA",763,"DFW","4-8pm",250,30,"No"
"AA",785,"DFW","4-8pm",240,0,"No"
"AA",787,"DFW","4-8pm",240,77,"Yes"
"AA",791,"DFW","8-Mid",235,-4,"No"
"AA",1423,"MIA","Noon-4pm",190,31,"Yes"
"AA",1551,"BNA","4-8pm",150,41,"Yes"
"AA",1559,"MIA","4-8pm",195,15,"No"
"AA",1685,"MIA","4-8am",175,4,"No"
"AA",1709,"MIA","8-Mid",185,17,"No"
"AA",1741,"BNA","Noon-4pm",150,28,"No"
"AA",1757,"STL","8-Noon",170,13,"No"
"AA",1855,"STL","8-Noon",165,-5,"No"
"AA",2011,"MIA","4-8pm",185,-2,"No"
"AA",2015,"MIA","8-Noon",190,-5,"No"
"AA",2019,"STL","8-Mid",160,1,"No"
"AA",2093,"MIA","Noon-4pm",190,1,"No"
"AA",2223,"STL","4-8pm",175,-3,"No"
"AA",2255,"MIA","4-8am",175,-5,"No"
"AA",301,"ORD","4-8am",140,-6,"No"
"AA",303,"ORD","4-8am",145,-5,"No"
"AA",305,"ORD","4-8am",145,-7,"No"
"AA",309,"ORD","8-Noon",145,-8,"No"
"AA",313,"ORD","8-Noon",155,-3,"No"
"AA",319,"ORD","8-Noon",150,5,"No"
"AA",321,"ORD","8-Noon",155,30,"No"
"AA",327,"ORD","Noon-4pm",155,0,"No"
"AA",329,"ORD","Noon-4pm",150,-4,"No"
"AA",333,"ORD","Noon-4pm",155,0,"No"
"AA",335,"ORD","Noon-4pm",160,-3,"No"
"AA",337,"ORD","Noon-4pm",160,-5,"No"
"AA",341,"ORD","4-8pm",160,-5,"No"
"AA",345,"ORD","4-8pm",160,-5,"No"
"AA",347,"ORD","4-8pm",155,40,"Yes"
"AA",363,"ORD","4-8pm",155,38,"Yes"
"AA",371,"ORD","8-Mid",155,31,"Yes"
"AA",413,"MIA","4-8am",185,-9,"No"
"AA",599,"MIA","8-Noon",190,0,"No"
"AA",611,"BNA","8-Noon",155,-9,"No"
"AA",701,"DFW","4-8am",225,-7,"No"
"AA",707,"DFW","4-8am",230,-6,"No"
"AA",709,"DFW","4-8am",235,-3,"No"
"AA",713,"DFW","8-Noon",240,-3,"No"
"AA",721,"DFW","8-Noon",245,-3,"No"
"AA",731,"DFW","8-Noon",240,0,"No"
"AA",739,"DFW","8-Noon",240,50,"Yes"
"AA",743,"DFW","Noon-4pm",235,-4,"No"
"AA",745,"DFW","Noon-4pm",240,-5,"No"
"AA",751,"DFW","Noon-4pm",245,25,"No"
"AA",753,"DFW","Noon-4pm",240,-1,"No"
"AA",759,"DFW","Noon-4pm",245,-11,"No"
"AA",763,"DFW","4-8pm",250,-1,"No"
"AA",785,"DFW","4-8pm",240,0,"No"
"AA",787,"DFW","4-8pm",240,35,"Yes"
"AA",791,"DFW","8-Mid",235,119,"Yes"
"AA",1423,"MIA","Noon-4pm",190,75,"Yes"
"AA",1551,"BNA","4-8pm",150,-7,"No"
"AA",1559,"MIA","4-8pm",195,105,"Yes"
"AA",1685,"MIA","4-8am",175,-4,"No"
"AA",1709,"MIA","8-Mid",185,29,"No"
"AA",1741,"BNA","Noon-4pm",150,-7,"No"
"AA",1757,"STL","8-Noon",170,60,"Yes"
"AA",1855,"STL","8-Noon",165,11,"No"
"AA",2011,"MIA","4-8pm",185,0,"No"
"AA",2015,"MIA","8-Noon",190,-2,"No"
"AA",2019,"STL","8-Mid",160,63,"Yes"
"AA",2093,"MIA","Noon-4pm",190,0,"No"
"AA",2223,"STL","4-8pm",175,13,"No"
"AA",2255,"MIA","4-8am",175,-6,"No"
"AA",301,"ORD","4-8am",140,-3,"No"
"AA",303,"ORD","4-8am",145,0,"No"
"AA",305,"ORD","4-8am",145,-3,"No"
"AA",309,"ORD","8-Noon",145,-2,"No"
"AA",313,"ORD","8-Noon",155,-9,"No"
"AA",319,"ORD","8-Noon",150,0,"No"
"AA",321,"ORD","8-Noon",155,5,"No"
"AA",327,"ORD","Noon-4pm",155,11,"No"
"AA",329,"ORD","Noon-4pm",150,50,"Yes"
"AA",333,"ORD","Noon-4pm",155,0,"No"
"AA",335,"ORD","Noon-4pm",160,55,"Yes"
"AA",337,"ORD","Noon-4pm",160,-4,"No"
"AA",341,"ORD","4-8pm",160,2,"No"
"AA",345,"ORD","4-8pm",160,-9,"No"
"AA",347,"ORD","4-8pm",155,-5,"No"
"AA",363,"ORD","4-8pm",155,32,"Yes"
"AA",371,"ORD","8-Mid",155,101,"Yes"
"AA",413,"MIA","4-8am",185,-1,"No"
"AA",599,"MIA","8-Noon",190,-4,"No"
"AA",611,"BNA","8-Noon",155,-3,"No"
"AA",701,"DFW","4-8am",225,-5,"No"
"AA",707,"DFW","4-8am",230,0,"No"
"AA",709,"DFW","4-8am",235,-2,"No"
"AA",713,"DFW","8-Noon",240,-4,"No"
"AA",721,"DFW","8-Noon",245,-2,"No"
"AA",731,"DFW","8-Noon",240,9,"No"
"AA",739,"DFW","8-Noon",240,-3,"No"
"AA",743,"DFW","Noon-4pm",235,0,"No"
"AA",745,"DFW","Noon-4pm",240,0,"No"
"AA",751,"DFW","Noon-4pm",245,6,"No"
"AA",753,"DFW","Noon-4pm",240,0,"No"
"AA",759,"DFW","Noon-4pm",245,31,"Yes"
"AA",763,"DFW","4-8pm",250,14,"No"
"AA",785,"DFW","4-8pm",240,-2,"No"
"AA",787,"DFW","4-8pm",240,53,"Yes"
"AA",791,"DFW","8-Mid",235,0,"No"
"AA",1423,"MIA","Noon-4pm",190,47,"Yes"
"AA",1551,"BNA","4-8pm",150,4,"No"
"AA",1559,"MIA","4-8pm",195,98,"Yes"
"AA",1685,"MIA","4-8am",175,-1,"No"
"AA",1709,"MIA","8-Mid",185,80,"Yes"
"AA",1741,"BNA","Noon-4pm",150,-3,"No"
"AA",1757,"STL","8-Noon",170,15,"No"
"AA",1855,"STL","8-Noon",165,-10,"No"
"AA",2011,"MIA","4-8pm",185,44,"Yes"
"AA",2015,"MIA","8-Noon",190,5,"No"
"AA",2019,"STL","8-Mid",160,25,"No"
"AA",2093,"MIA","Noon-4pm",190,5,"No"
"AA",2223,"STL","4-8pm",175,-8,"No"
"AA",2255,"MIA","4-8am",175,-6,"No"
"AA",301,"ORD","4-8am",140,-6,"No"
"AA",303,"ORD","4-8am",145,-4,"No"
"AA",305,"ORD","4-8am",145,-7,"No"
"AA",309,"ORD","8-Noon",145,-2,"No"
"AA",313,"ORD","8-Noon",155,-4,"No"
"AA",319,"ORD","8-Noon",150,58,"Yes"
"AA",327,"ORD","Noon-4pm",155,-7,"No"
"AA",333,"ORD","Noon-4pm",155,-6,"No"
"AA",335,"ORD","Noon-4pm",160,-9,"No"
"AA",345,"ORD","4-8pm",160,-5,"No"
"AA",363,"ORD","4-8pm",155,-10,"No"
"AA",413,"MIA","4-8am",185,0,"No"
"AA",599,"MIA","8-Noon",190,-6,"No"
"AA",611,"BNA","8-Noon",155,-10,"No"
"AA",707,"DFW","4-8am",230,-7,"No"
"AA",709,"DFW","4-8am",235,0,"No"
"AA",713,"DFW","8-Noon",240,-4,"No"
"AA",721,"DFW","8-Noon",245,-5,"No"
"AA",731,"DFW","8-Noon",240,-9,"No"
"AA",743,"DFW","Noon-4pm",235,-7,"No"
"AA",745,"DFW","Noon-4pm",240,-5,"No"
"AA",751,"DFW","Noon-4pm",245,-9,"No"
"AA",759,"DFW","Noon-4pm",245,-10,"No"
"AA",763,"DFW","4-8pm",250,-2,"No"
"AA",785,"DFW","4-8pm",240,-9,"No"
"AA",787,"DFW","4-8pm",240,-14,"No"
"AA",1423,"MIA","Noon-4pm",190,-8,"No"
"AA",1559,"MIA","4-8pm",195,-4,"No"
"AA",1685,"MIA","4-8am",175,-4,"No"
"AA",1709,"MIA","8-Mid",185,-13,"No"
"AA",1741,"BNA","Noon-4pm",150,-10,"No"
"AA",1757,"STL","8-Noon",170,-8,"No"
"AA",2011,"MIA","4-8pm",185,-10,"No"
"AA",2015,"MIA","8-Noon",190,-8,"No"
"AA",2093,"MIA","Noon-4pm",190,-3,"No"
"AA",2223,"STL","4-8pm",175,-3,"No"
"AA",2255,"MIA","4-8am",175,-7,"No"
"AA",301,"ORD","4-8am",140,19,"No"
"AA",305,"ORD","4-8am",145,-6,"No"
"AA",309,"ORD","8-Noon",145,0,"No"
"AA",313,"ORD","8-Noon",155,-7,"No"
"AA",319,"ORD","8-Noon",150,-8,"No"
"AA",321,"ORD","8-Noon",155,-6,"No"
"AA",327,"ORD","Noon-4pm",155,-12,"No"
"AA",329,"ORD","Noon-4pm",150,-7,"No"
"AA",333,"ORD","Noon-4pm",155,-2,"No"
"AA",335,"ORD","Noon-4pm",160,-9,"No"
"AA",337,"ORD","Noon-4pm",160,-1,"No"
"AA",341,"ORD","4-8pm",160,-12,"No"
"AA",345,"ORD","4-8pm",160,-5,"No"
"AA",347,"ORD","4-8pm",155,-8,"No"
"AA",363,"ORD","4-8pm",155,-11,"No"
"AA",371,"ORD","8-Mid",155,9,"No"
"AA",413,"MIA","4-8am",185,0,"No"
"AA",599,"MIA","8-Noon",190,-4,"No"
"AA",611,"BNA","8-Noon",155,-9,"No"
"AA",707,"DFW","4-8am",230,14,"No"
"AA",709,"DFW","4-8am",235,-8,"No"
"AA",713,"DFW","8-Noon",240,-7,"No"
"AA",721,"DFW","8-Noon",245,-8,"No"
"AA",731,"DFW","8-Noon",240,-3,"No"
"AA",743,"DFW","Noon-4pm",235,-9,"No"
"AA",745,"DFW","Noon-4pm",240,-7,"No"
"AA",751,"DFW","Noon-4pm",245,-5,"No"
"AA",753,"DFW","Noon-4pm",240,-5,"No"
"AA",759,"DFW","Noon-4pm",245,30,"No"
"AA",763,"DFW","4-8pm",250,-7,"No"
"AA",785,"DFW","4-8pm",240,0,"No"
"AA",787,"DFW","4-8pm",240,-5,"No"
"AA",1423,"MIA","Noon-4pm",190,72,"Yes"
"AA",1551,"BNA","4-8pm",150,-6,"No"
"AA",1559,"MIA","4-8pm",195,2,"No"
"AA",1685,"MIA","4-8am",175,-8,"No"
"AA",1709,"MIA","8-Mid",185,1,"No"
"AA",1741,"BNA","Noon-4pm",150,-5,"No"
"AA",1757,"STL","8-Noon",170,-5,"No"
"AA",1855,"STL","8-Noon",165,-7,"No"
"AA",2011,"MIA","4-8pm",185,12,"No"
"AA",2015,"MIA","8-Noon",190,-3,"No"
"AA",2019,"STL","8-Mid",160,-12,"No"
"AA",2093,"MIA","Noon-4pm",190,-6,"No"
"AA",2223,"STL","4-8pm",175,-12,"No"
"AA",2255,"MIA","4-8am",175,-9,"No"
"UA",403,"DEN","4-8am",281,-1,"No"
"UA",405,"DEN","8-Noon",277,-8,"No"
"UA",409,"DEN","4-8pm",279,0,"No"
"UA",511,"ORD","8-Noon",158,-8,"No"
"UA",667,"ORD","4-8am",143,-5,"No"
"UA",669,"ORD","4-8am",150,-2,"No"
"UA",673,"ORD","8-Noon",158,0,"No"
"UA",677,"ORD","8-Noon",160,-8,"No"
"UA",679,"ORD","Noon-4pm",160,-10,"No"
"UA",681,"ORD","Noon-4pm",160,-8,"No"
"UA",683,"ORD","Noon-4pm",163,-6,"No"
"UA",685,"ORD","Noon-4pm",160,50,"Yes"
"UA",687,"ORD","4-8pm",160,-10,"No"
"UA",689,"ORD","4-8pm",160,-1,"No"
"UA",693,"ORD","4-8pm",160,-6,"No"
"UA",695,"ORD","8-Mid",160,30,"No"
"UA",745,"DEN","Noon-4pm",277,-3,"No"
"UA",835,"ORD","8-Noon",160,-6,"No"
"UA",847,"IAD","4-8pm",92,56,"Yes"
"UA",403,"DEN","4-8am",281,-3,"No"
"UA",405,"DEN","8-Noon",277,-3,"No"
"UA",409,"DEN","4-8pm",279,1,"No"
"UA",511,"ORD","8-Noon",158,-4,"No"
"UA",667,"ORD","4-8am",143,-5,"No"
"UA",669,"ORD","4-8am",150,0,"No"
"UA",673,"ORD","8-Noon",158,-5,"No"
"UA",679,"ORD","Noon-4pm",160,-7,"No"
"UA",681,"ORD","Noon-4pm",160,-4,"No"
"UA",683,"ORD","Noon-4pm",163,-7,"No"
"UA",685,"ORD","Noon-4pm",160,1,"No"
"UA",689,"ORD","4-8pm",160,-4,"No"
"UA",691,"ORD","4-8pm",160,94,"Yes"
"UA",693,"ORD","4-8pm",160,0,"No"
"UA",695,"ORD","8-Mid",160,-5,"No"
"UA",745,"DEN","Noon-4pm",277,-4,"No"
"UA",835,"ORD","8-Noon",160,-6,"No"
"UA",847,"IAD","4-8pm",92,-1,"No"
"UA",403,"DEN","4-8am",281,-5,"No"
"UA",405,"DEN","8-Noon",277,-2,"No"
"UA",409,"DEN","4-8pm",279,32,"Yes"
"UA",511,"ORD","8-Noon",158,-1,"No"
"UA",667,"ORD","4-8am",143,-3,"No"
"UA",669,"ORD","4-8am",150,-8,"No"
"UA",673,"ORD","8-Noon",158,-10,"No"
"UA",677,"ORD","8-Noon",160,-13,"No"
"UA",679,"ORD","Noon-4pm",160,-4,"No"
"UA",681,"ORD","Noon-4pm",160,-7,"No"
"UA",683,"ORD","Noon-4pm",163,-2,"No"
"UA",685,"ORD","Noon-4pm",160,32,"Yes"
"UA",687,"ORD","4-8pm",160,24,"No"
"UA",689,"ORD","4-8pm",160,62,"Yes"
"UA",691,"ORD","4-8pm",160,41,"Yes"
"UA",693,"ORD","4-8pm",160,40,"Yes"
"UA",695,"ORD","8-Mid",160,0,"No"
"UA",745,"DEN","Noon-4pm",277,-5,"No"
"UA",835,"ORD","8-Noon",160,-8,"No"
"UA",847,"IAD","4-8pm",92,71,"Yes"
"UA",361,"DEN","4-8am",258,0,"No"
"UA",405,"DEN","8-Noon",266,4,"No"
"UA",409,"DEN","4-8pm",295,26,"No"
"UA",661,"ORD","8-Noon",151,-9,"No"
"UA",667,"ORD","4-8am",140,311,"Yes"
"UA",669,"ORD","4-8am",151,0,"No"
"UA",673,"ORD","8-Noon",153,-7,"No"
"UA",677,"ORD","8-Noon",155,-2,"No"
"UA",679,"ORD","Noon-4pm",153,-3,"No"
"UA",681,"ORD","Noon-4pm",148,26,"No"
"UA",683,"ORD","Noon-4pm",169,57,"Yes"
"UA",685,"ORD","Noon-4pm",161,53,"Yes"
"UA",687,"ORD","4-8pm",161,53,"Yes"
"UA",689,"ORD","4-8pm",161,1,"No"
"UA",691,"ORD","4-8pm",161,-3,"No"
"UA",693,"ORD","4-8pm",161,89,"Yes"
"UA",695,"ORD","8-Mid",162,13,"No"
"UA",745,"DEN","Noon-4pm",266,63,"Yes"
"UA",835,"ORD","8-Noon",155,-8,"No"
"UA",847,"IAD","4-8pm",96,51,"Yes"
"UA",71,"DEN","8-Noon",268,-5,"No"
"UA",361,"DEN","4-8am",258,-5,"No"
"UA",405,"DEN","8-Noon",266,6,"No"
"UA",409,"DEN","4-8pm",295,15,"No"
"UA",661,"ORD","8-Noon",151,7,"No"
"UA",667,"ORD","4-8am",140,-7,"No"
"UA",669,"ORD","4-8am",151,-1,"No"
"UA",673,"ORD","8-Noon",153,-9,"No"
"UA",677,"ORD","8-Noon",155,20,"No"
"UA",679,"ORD","Noon-4pm",153,0,"No"
"UA",681,"ORD","Noon-4pm",148,24,"No"
"UA",683,"ORD","Noon-4pm",169,12,"No"
"UA",685,"ORD","Noon-4pm",161,83,"Yes"
"UA",687,"ORD","4-8pm",161,39,"Yes"
"UA",689,"ORD","4-8pm",161,80,"Yes"
"UA",691,"ORD","4-8pm",161,47,"Yes"
"UA",693,"ORD","4-8pm",161,122,"Yes"
"UA",695,"ORD","8-Mid",162,72,"Yes"
"UA",745,"DEN","Noon-4pm",266,75,"Yes"
"UA",835,"ORD","8-Noon",153,0,"No"
"UA",847,"IAD","4-8pm",96,16,"No"
"UA",361,"DEN","4-8am",258,-8,"No"
"UA",405,"DEN","8-Noon",266,-7,"No"
"UA",409,"DEN","4-8pm",295,-8,"No"
"UA",661,"ORD","8-Noon",151,-5,"No"
"UA",667,"ORD","4-8am",138,0,"No"
"UA",669,"ORD","4-8am",153,-4,"No"
"UA",677,"ORD","8-Noon",155,-10,"No"
"UA",681,"ORD","Noon-4pm",148,-6,"No"
"UA",685,"ORD","Noon-4pm",161,0,"No"
"UA",689,"ORD","4-8pm",161,-10,"No"
"UA",691,"ORD","4-8pm",161,-6,"No"
"UA",745,"DEN","Noon-4pm",266,34,"Yes"
"UA",746,"DEN","4-8am",254,-2,"No"
"UA",835,"ORD","8-Noon",153,-2,"No"
